x-coordinate,y-coordinate,Similarity_score
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/4a53aa14-305c-44ff-a986-9434aaa8ece1.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/eaf921e3-3e06-4335-8994-327050c9f4d4.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/11d6b18d-8c15-4aed-9d99-f8d71729bd32.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/62878a9c-a06a-47dc-b3a3-a753a110f20f.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/9c2bb7e3-86c5-4c7d-aeec-f9e95c8ef7ce.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/3ce3ee55-2aca-4a0a-b783-1aa216f38091.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/cca0180a-888d-491f-9d55-276c8403171c.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/7dedfc33-06a2-4572-a1fa-145e350e0f8e.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/6404aadf-76e6-4a38-8c8f-3b1232d2b98e.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/cb628546-06c7-49c8-a0c4-5679263048a2.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/99991c11-b2a1-464a-bdce-382b4ed07d8c.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/c0cd0ea9-8f8e-4748-ba50-4b699b0784f9.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/a98a1c4a-9228-4548-ab36-5b65d134728d.txt,0.5
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/69d876a5-c13b-4f51-bd13-87e00f6762d0.txt,0.5
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/8addaf05-31c0-4246-bd43-6d25341eabcc.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/3891fc6d-73a1-4770-a9e1-b095368a9782.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/c340e604-5766-4fa0-9f68-9672c730c42a.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/db0016e7-7ee6-4b38-8b27-7b9b56d10b53.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/5bf370f3-61a9-4be0-8c29-3c4a1feaf9a4.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/fb6d1778-8450-4dfd-b4cf-db0c551338f6.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/842675b0-ac6a-4ff7-ab9a-732acacea668.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/901fb62c-67d0-4cbf-b022-552db2d99622.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/588007c7-de33-4ec3-a868-9d17f1562307.txt,0.6363636363636364
/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/bd901175-3ba2-491b-95a5-cedecbec461a.txt,/Users/jfulch/git/school/haunted-places-analysis/data/haunted_places/5142acb9-bd51-454f-a8ea-9993fc4a46f9.txt,0.6363636363636364
